url,product_id,category
https://www.amazon.sa/-/en/New-2022-Apple-AirPods-generation/dp/B0BDK4GJXC/ref=zg_bs_electronics_sccl_21/260-0057919-4346154?psc=1,B0BDK4GJXC,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Anker-Powerline-Usb-C-Charging-Delivery/dp/B0919BV3QB/ref=zg_bs_electronics_sccl_28/260-0057919-4346154?psc=1,B0919BV3QB,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Sandisk-Ultra-Microsdxc-Uhs-1-Sdsqunr-064G-Gn3Mn/dp/B08HYFSXKW/ref=zg_bs_electronics_sccl_18/260-0057919-4346154?psc=1,B08HYFSXKW,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Soundcore-Bluetooth-Earphones-Wireless-Playtime/dp/B099DP3617/ref=zg_bs_electronics_sccl_22/260-0057919-4346154?psc=1,B099DP3617,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Huawei-Band-Fitness-Tracker-Graphite/dp/B0923DSVJJ/ref=zg_bs_electronics_sccl_13/260-0057919-4346154?psc=1,B0923DSVJJ,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Chromecast-Google-Snow-Streaming-Entertainment/dp/B08KRV7S22/ref=zg_bs_electronics_sccl_24/260-0057919-4346154?psc=1,B08KRV7S22,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Logitech-Wireless-Receiver-12-Months-Ambidextrous/dp/B01A9GXEOI/ref=zg_bs_electronics_sccl_15/260-0057919-4346154?psc=1,B01A9GXEOI,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Amazon-Performance-Alkaline-Batteries-12-Pack/dp/B07KX2N355/ref=zg_bs_electronics_sccl_17/260-0057919-4346154?psc=1,B07KX2N355,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Apple-MU8F2ZE-A-Pencil-generation/dp/B08FM1LXRZ/ref=zg_bs_electronics_sccl_16/260-0057919-4346154?psc=1,B08FM1LXRZ,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Tinymoose-Pencil-Active-2018-2022-000-001-TMS706-W/dp/B09VSLYB76/ref=zg_bs_electronics_sccl_27/260-0057919-4346154?psc=1,B09VSLYB76,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
